table	offset	round	week	date	home	away	kickoff	slot	primetime	hour_field	minute_field
played	0x00091872	regular	2	2004-09-12	Buccaneers	49ers	1:00 PM	standard	False	1	0
played	0x0009187a	regular	2	2004-09-12	Browns	Bengals	1:00 PM	standard	False	1	0
played	0x00091882	regular	2	2004-09-12	Eagles	Steelers	1:00 PM	standard	False	1	0
played	0x0009188a	regular	2	2004-09-12	Packers	Jaguars	1:00 PM	standard	False	1	0
played	0x00091892	regular	2	2004-09-12	Redskins	Vikings	9:00 PM	monday_or_thursday_night	True	9	0
played	0x0009189a	regular	2	2004-09-12	Texans	Raiders	1:00 PM	standard	False	1	0
played	0x000918a2	regular	2	2004-09-12	Broncos	Falcons	1:00 PM	standard	False	1	0
played	0x000918aa	regular	2	2004-09-12	Panthers	Rams	1:00 PM	standard	False	1	0
played	0x000918b2	regular	2	2004-09-12	Cowboys	Giants	1:00 PM	standard	False	1	0
played	0x000918ba	regular	2	2004-09-12	Saints	Cardinals	4:05 PM	late_doubleheader	False	4	5
played	0x000918c2	regular	2	2004-09-12	Seahawks	Bills	4:15 PM	late_doubleheader	False	4	15
played	0x000918ca	regular	2	2004-09-12	Chargers	Dolphins	4:15 PM	late_doubleheader	False	4	15
played	0x000918d2	regular	2	2004-09-12	Chiefs	Patriots	4:15 PM	late_doubleheader	False	4	15
played	0x000918da	regular	2	2004-09-12	Titans	Colts	4:15 PM	late_doubleheader	False	4	15
played	0x000918e2	regular	2	2004-09-12	Ravens	Jets	8:30 PM	sunday_night	True	8	30
played	0x000918ea	regular	2	2004-09-13	Bears	Lions	1:00 PM	standard	False	1	0
played	0x000918fa	regular	3	2004-09-19	Buccaneers	Seahawks	1:00 PM	standard	False	1	0
played	0x00091902	regular	3	2004-09-19	Ravens	Browns	1:00 PM	standard	False	1	0
played	0x0009190a	regular	3	2004-09-19	Packers	Redskins	1:00 PM	standard	False	1	0
played	0x00091912	regular	3	2004-09-19	Broncos	Jaguars	1:00 PM	standard	False	1	0
played	0x0009191a	regular	3	2004-09-19	Jets	Bengals	1:00 PM	standard	False	1	0
played	0x00091922	regular	3	2004-09-19	Vikings	Lions	1:00 PM	standard	False	1	0
played	0x0009192a	regular	3	2004-09-19	Cowboys	Steelers	1:00 PM	standard	False	1	0
played	0x00091932	regular	3	2004-09-19	49ers	Panthers	1:00 PM	standard	False	1	0
played	0x0009193a	regular	3	2004-09-19	Raiders	Chiefs	4:05 PM	late_doubleheader	False	4	5
played	0x00091942	regular	3	2004-09-19	Titans	Texans	1:00 PM	standard	False	1	0
played	0x0009194a	regular	3	2004-09-19	Colts	Bears	4:15 PM	late_doubleheader	False	4	15
played	0x00091952	regular	3	2004-09-19	Giants	Eagles	9:00 PM	monday_or_thursday_night	True	9	0
played	0x0009195a	regular	3	2004-09-19	Chargers	Saints	8:30 PM	sunday_night	True	8	30
played	0x00091962	regular	3	2004-09-20	Cardinals	Rams	4:15 PM	late_doubleheader	False	4	15
played	0x00091982	regular	4	2004-09-26	Dolphins	Bills	1:00 PM	standard	False	1	0
played	0x0009198a	regular	4	2004-09-26	Lions	Redskins	1:00 PM	standard	False	1	0
played	0x00091992	regular	4	2004-09-26	Steelers	Giants	1:00 PM	standard	False	1	0
played	0x0009199a	regular	4	2004-09-26	Bears	Cowboys	1:00 PM	standard	False	1	0
played	0x000919a2	regular	4	2004-09-26	Jaguars	Chargers	1:00 PM	standard	False	1	0
played	0x000919aa	regular	4	2004-09-26	Texans	Colts	1:00 PM	standard	False	1	0
played	0x000919b2	regular	4	2004-09-26	Seahawks	Panthers	4:05 PM	late_doubleheader	False	4	5
played	0x000919ba	regular	4	2004-09-26	Bengals	Ravens	1:00 PM	standard	False	1	0
played	0x000919c2	regular	4	2004-09-26	Falcons	Buccaneers	4:05 PM	late_doubleheader	False	4	5
played	0x000919ca	regular	4	2004-09-26	Browns	Broncos	9:00 PM	monday_or_thursday_night	True	9	0
played	0x000919d2	regular	4	2004-09-26	Chiefs	Titans	4:15 PM	late_doubleheader	False	4	15
played	0x000919da	regular	4	2004-09-26	Saints	Raiders	4:15 PM	late_doubleheader	False	4	15
played	0x000919e2	regular	4	2004-09-26	Rams	49ers	8:30 PM	sunday_night	True	8	30
played	0x000919ea	regular	4	2004-09-27	Jets	Patriots	4:15 PM	late_doubleheader	False	4	15
played	0x00091a0a	regular	5	2004-10-03	Buccaneers	Packers	1:00 PM	standard	False	1	0
played	0x00091a12	regular	5	2004-10-03	Eagles	Cowboys	1:00 PM	standard	False	1	0
played	0x00091a1a	regular	5	2004-10-03	Jaguars	Vikings	1:00 PM	standard	False	1	0
played	0x00091a22	regular	5	2004-10-03	Colts	Chargers	1:00 PM	standard	False	1	0
played	0x00091a2a	regular	5	2004-10-03	Bills	Jets	1:00 PM	standard	False	1	0
played	0x00091a32	regular	5	2004-10-03	Bears	Titans	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091a3a	regular	5	2004-10-03	Patriots	Dolphins	4:05 PM	late_doubleheader	False	4	5
played	0x00091a42	regular	5	2004-10-03	Bengals	Steelers	1:00 PM	standard	False	1	0
played	0x00091a4a	regular	5	2004-10-03	Raiders	Falcons	4:15 PM	late_doubleheader	False	4	15
played	0x00091a52	regular	5	2004-10-03	Chiefs	Texans	4:05 PM	late_doubleheader	False	4	5
played	0x00091a5a	regular	5	2004-10-03	Rams	Seahawks	4:15 PM	late_doubleheader	False	4	15
played	0x00091a62	regular	5	2004-10-03	Cardinals	49ers	4:15 PM	late_doubleheader	False	4	15
played	0x00091a6a	regular	5	2004-10-03	Giants	Browns	8:30 PM	sunday_night	True	8	30
played	0x00091a72	regular	5	2004-10-04	Panthers	Saints	1:00 PM	standard	False	1	0
played	0x00091a92	regular	6	2004-10-10	Buccaneers	Chiefs	1:00 PM	standard	False	1	0
played	0x00091a9a	regular	6	2004-10-10	Dolphins	Jets	1:00 PM	standard	False	1	0
played	0x00091aa2	regular	6	2004-10-10	Lions	Giants	1:00 PM	standard	False	1	0
played	0x00091aaa	regular	6	2004-10-10	Steelers	Ravens	1:00 PM	standard	False	1	0
played	0x00091ab2	regular	6	2004-10-10	Packers	Bears	1:00 PM	standard	False	1	0
played	0x00091aba	regular	6	2004-10-10	Texans	Broncos	1:00 PM	standard	False	1	0
played	0x00091ac2	regular	6	2004-10-10	Patriots	Rams	1:00 PM	standard	False	1	0
played	0x00091aca	regular	6	2004-10-10	Bills	Cardinals	1:00 PM	standard	False	1	0
played	0x00091ad2	regular	6	2004-10-10	Redskins	Falcons	1:00 PM	standard	False	1	0
played	0x00091ada	regular	6	2004-10-10	Titans	Jaguars	1:00 PM	standard	False	1	0
played	0x00091ae2	regular	6	2004-10-10	Eagles	Bengals	4:15 PM	late_doubleheader	False	4	15
played	0x00091aea	regular	6	2004-10-10	49ers	Saints	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091af2	regular	6	2004-10-10	Panthers	Vikings	8:30 PM	sunday_night	True	8	30
played	0x00091afa	regular	6	2004-10-11	Chargers	Raiders	4:15 PM	late_doubleheader	False	4	15
played	0x00091b1a	regular	7	2004-10-17	Browns	Dolphins	1:00 PM	standard	False	1	0
played	0x00091b22	regular	7	2004-10-17	Falcons	Chiefs	1:00 PM	standard	False	1	0
played	0x00091b2a	regular	7	2004-10-17	Steelers	Redskins	1:00 PM	standard	False	1	0
played	0x00091b32	regular	7	2004-10-17	Colts	Texans	1:00 PM	standard	False	1	0
played	0x00091b3a	regular	7	2004-10-17	Broncos	Buccaneers	1:00 PM	standard	False	1	0
played	0x00091b42	regular	7	2004-10-17	Jets	49ers	1:00 PM	standard	False	1	0
played	0x00091b4a	regular	7	2004-10-17	Ravens	Raiders	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091b52	regular	7	2004-10-17	Cowboys	Packers	1:00 PM	standard	False	1	0
played	0x00091b5a	regular	7	2004-10-17	Bills	Patriots	4:05 PM	late_doubleheader	False	4	5
played	0x00091b62	regular	7	2004-10-17	Saints	Lions	1:00 PM	standard	False	1	0
played	0x00091b6a	regular	7	2004-10-17	Seahawks	Cardinals	4:15 PM	late_doubleheader	False	4	15
played	0x00091b72	regular	7	2004-10-17	Bears	Eagles	4:15 PM	late_doubleheader	False	4	15
played	0x00091b7a	regular	7	2004-10-17	Chargers	Panthers	4:15 PM	late_doubleheader	False	4	15
played	0x00091b82	regular	7	2004-10-18	Vikings	Titans	1:00 PM	standard	False	1	0
played	0x00091ba2	regular	8	2004-10-24	Dolphins	Seahawks	1:00 PM	standard	False	1	0
played	0x00091baa	regular	8	2004-10-24	Eagles	Packers	1:00 PM	standard	False	1	0
played	0x00091bb2	regular	8	2004-10-24	Jaguars	Texans	1:00 PM	standard	False	1	0
played	0x00091bba	regular	8	2004-10-24	Broncos	Colts	1:00 PM	standard	False	1	0
played	0x00091bc2	regular	8	2004-10-24	Vikings	Cowboys	1:00 PM	standard	False	1	0
played	0x00091bca	regular	8	2004-10-24	Patriots	Jets	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091bd2	regular	8	2004-10-24	Titans	Ravens	1:00 PM	standard	False	1	0
played	0x00091bda	regular	8	2004-10-24	Giants	Bears	1:00 PM	standard	False	1	0
played	0x00091be2	regular	8	2004-10-24	Raiders	Buccaneers	4:05 PM	late_doubleheader	False	4	5
played	0x00091bea	regular	8	2004-10-24	Cardinals	Falcons	4:05 PM	late_doubleheader	False	4	5
played	0x00091bf2	regular	8	2004-10-24	Redskins	Browns	4:15 PM	late_doubleheader	False	4	15
played	0x00091bfa	regular	8	2004-10-24	Chiefs	Chargers	4:15 PM	late_doubleheader	False	4	15
played	0x00091c02	regular	8	2004-10-24	Lions	Rams	8:30 PM	sunday_night	True	8	30
played	0x00091c0a	regular	8	2004-10-25	Bengals	Bills	1:00 PM	standard	False	1	0
played	0x00091c2a	regular	9	2004-10-31	Dolphins	Patriots	1:00 PM	standard	False	1	0
played	0x00091c32	regular	9	2004-10-31	Falcons	Chargers	1:00 PM	standard	False	1	0
played	0x00091c3a	regular	9	2004-10-31	Ravens	Eagles	1:00 PM	standard	False	1	0
played	0x00091c42	regular	9	2004-10-31	Packers	Giants	1:00 PM	standard	False	1	0
played	0x00091c4a	regular	9	2004-10-31	Jets	Seahawks	1:00 PM	standard	False	1	0
played	0x00091c52	regular	9	2004-10-31	Bengals	Redskins	1:00 PM	standard	False	1	0
played	0x00091c5a	regular	9	2004-10-31	Cowboys	Lions	4:05 PM	late_doubleheader	False	4	5
played	0x00091c62	regular	9	2004-10-31	Saints	Broncos	1:00 PM	standard	False	1	0
played	0x00091c6a	regular	9	2004-10-31	Chiefs	Panthers	4:05 PM	late_doubleheader	False	4	5
played	0x00091c72	regular	9	2004-10-31	Rams	Cardinals	4:05 PM	late_doubleheader	False	4	5
played	0x00091c7a	regular	9	2004-10-31	Raiders	Jaguars	4:15 PM	late_doubleheader	False	4	15
played	0x00091c82	regular	9	2004-10-31	Colts	Vikings	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091c8a	regular	9	2004-10-31	Browns	Steelers	8:30 PM	sunday_night	True	8	30
played	0x00091c92	regular	9	2004-11-01	49ers	Bills	4:15 PM	late_doubleheader	False	4	15
played	0x00091cb2	regular	10	2004-11-07	Buccaneers	Saints	1:00 PM	standard	False	1	0
played	0x00091cba	regular	10	2004-11-07	Steelers	Bengals	1:00 PM	standard	False	1	0
played	0x00091cc2	regular	10	2004-11-07	Colts	Jaguars	1:00 PM	standard	False	1	0
played	0x00091cca	regular	10	2004-11-07	Texans	Packers	1:00 PM	standard	False	1	0
played	0x00091cd2	regular	10	2004-11-07	Patriots	Browns	1:00 PM	standard	False	1	0
played	0x00091cda	regular	10	2004-11-07	Panthers	Broncos	1:00 PM	standard	False	1	0
played	0x00091ce2	regular	10	2004-11-07	49ers	Cardinals	1:00 PM	standard	False	1	0
played	0x00091cea	regular	10	2004-11-07	Titans	Lions	1:00 PM	standard	False	1	0
played	0x00091cf2	regular	10	2004-11-07	Seahawks	Cowboys	4:15 PM	late_doubleheader	False	4	15
played	0x00091cfa	regular	10	2004-11-07	Giants	Ravens	4:05 PM	late_doubleheader	False	4	5
played	0x00091d02	regular	10	2004-11-07	Bears	Vikings	4:15 PM	late_doubleheader	False	4	15
played	0x00091d0a	regular	10	2004-11-07	Rams	Falcons	4:15 PM	late_doubleheader	False	4	15
played	0x00091d12	regular	10	2004-11-07	Bills	Dolphins	8:30 PM	sunday_night	True	8	30
played	0x00091d1a	regular	10	2004-11-08	Eagles	Redskins	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091d3a	regular	11	2004-11-14	Browns	Eagles	1:00 PM	standard	False	1	0
played	0x00091d42	regular	11	2004-11-14	Dolphins	49ers	1:00 PM	standard	False	1	0
played	0x00091d4a	regular	11	2004-11-14	Falcons	Seahawks	1:00 PM	standard	False	1	0
played	0x00091d52	regular	11	2004-11-14	Lions	Colts	1:00 PM	standard	False	1	0
played	0x00091d5a	regular	11	2004-11-14	Ravens	Bengals	1:00 PM	standard	False	1	0
played	0x00091d62	regular	11	2004-11-14	Steelers	Patriots	1:00 PM	standard	False	1	0
played	0x00091d6a	regular	11	2004-11-14	Texans	Titans	1:00 PM	standard	False	1	0
played	0x00091d72	regular	11	2004-11-14	Vikings	Packers	1:00 PM	standard	False	1	0
played	0x00091d7a	regular	11	2004-11-14	Panthers	Raiders	1:00 PM	standard	False	1	0
played	0x00091d82	regular	11	2004-11-14	Saints	Rams	1:00 PM	standard	False	1	0
played	0x00091d8a	regular	11	2004-11-14	Chargers	Chiefs	4:05 PM	late_doubleheader	False	4	5
played	0x00091d92	regular	11	2004-11-14	Cardinals	Jets	4:05 PM	late_doubleheader	False	4	5
played	0x00091d9a	regular	11	2004-11-14	Cowboys	Buccaneers	4:15 PM	late_doubleheader	False	4	15
played	0x00091da2	regular	11	2004-11-14	Broncos	Bills	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091daa	regular	11	2004-11-14	Jaguars	Bears	8:30 PM	sunday_night	True	8	30
played	0x00091db2	regular	11	2004-11-15	Redskins	Giants	4:15 PM	late_doubleheader	False	4	15
played	0x00091dc2	regular	12	2004-11-21	Eagles	Lions	4:15 PM	late_doubleheader	False	4	15
played	0x00091dca	regular	12	2004-11-21	Bears	49ers	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091dd2	regular	12	2004-11-21	Falcons	Saints	1:00 PM	standard	False	1	0
played	0x00091dda	regular	12	2004-11-21	Ravens	Steelers	1:00 PM	standard	False	1	0
played	0x00091de2	regular	12	2004-11-21	Jaguars	Titans	1:00 PM	standard	False	1	0
played	0x00091dea	regular	12	2004-11-21	Broncos	Chiefs	1:00 PM	standard	False	1	0
played	0x00091df2	regular	12	2004-11-21	Vikings	Texans	1:00 PM	standard	False	1	0
played	0x00091dfa	regular	12	2004-11-21	Bills	Browns	1:00 PM	standard	False	1	0
played	0x00091e02	regular	12	2004-11-21	Cowboys	Redskins	1:00 PM	standard	False	1	0
played	0x00091e0a	regular	12	2004-11-21	Bengals	Giants	1:00 PM	standard	False	1	0
played	0x00091e12	regular	12	2004-11-21	Seahawks	Patriots	4:15 PM	late_doubleheader	False	4	15
played	0x00091e1a	regular	12	2004-11-21	Buccaneers	Panthers	4:05 PM	late_doubleheader	False	4	5
played	0x00091e22	regular	12	2004-11-21	Rams	Jets	4:15 PM	late_doubleheader	False	4	15
played	0x00091e2a	regular	12	2004-11-21	Cardinals	Dolphins	4:15 PM	late_doubleheader	False	4	15
played	0x00091e32	regular	12	2004-11-21	Raiders	Chargers	8:30 PM	sunday_night	True	8	30
played	0x00091e3a	regular	12	2004-11-22	Packers	Colts	12:30 PM	thanksgiving_early	False	12	30
played	0x00091e4a	regular	13	2004-11-25	Giants	Cowboys	4:15 PM	late_doubleheader	False	4	15
played	0x00091e52	regular	13	2004-11-25	Lions	Vikings	1:00 PM	standard	False	1	0
played	0x00091e5a	regular	13	2004-11-28	Steelers	Bills	1:00 PM	standard	False	1	0
played	0x00091e62	regular	13	2004-11-28	Packers	Seahawks	1:00 PM	standard	False	1	0
played	0x00091e6a	regular	13	2004-11-28	Colts	Titans	1:00 PM	standard	False	1	0
played	0x00091e72	regular	13	2004-11-28	Jets	Dolphins	1:00 PM	standard	False	1	0
played	0x00091e7a	regular	13	2004-11-28	Patriots	Jaguars	1:00 PM	standard	False	1	0
played	0x00091e82	regular	13	2004-11-28	Panthers	Falcons	1:00 PM	standard	False	1	0
played	0x00091e8a	regular	13	2004-11-28	49ers	Rams	1:00 PM	standard	False	1	0
played	0x00091e92	regular	13	2004-11-28	Cardinals	Eagles	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091e9a	regular	13	2004-11-28	Chargers	Broncos	4:05 PM	late_doubleheader	False	4	5
played	0x00091ea2	regular	13	2004-11-28	Chiefs	Raiders	4:05 PM	late_doubleheader	False	4	5
played	0x00091eaa	regular	13	2004-11-28	Redskins	Bears	4:15 PM	late_doubleheader	False	4	15
played	0x00091eb2	regular	13	2004-11-28	Browns	Ravens	1:00 PM	standard	False	1	0
played	0x00091eba	regular	13	2004-11-28	Texans	Bengals	8:30 PM	sunday_night	True	8	30
played	0x00091ec2	regular	13	2004-11-29	Saints	Buccaneers	1:00 PM	standard	False	1	0
played	0x00091ed2	regular	14	2004-12-05	Buccaneers	Chargers	1:00 PM	standard	False	1	0
played	0x00091eda	regular	14	2004-12-05	Titans	Broncos	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091ee2	regular	14	2004-12-05	Dolphins	Steelers	1:00 PM	standard	False	1	0
played	0x00091eea	regular	14	2004-12-05	Eagles	Panthers	1:00 PM	standard	False	1	0
played	0x00091ef2	regular	14	2004-12-05	Bears	Packers	1:00 PM	standard	False	1	0
played	0x00091efa	regular	14	2004-12-05	Jaguars	Colts	1:00 PM	standard	False	1	0
played	0x00091f02	regular	14	2004-12-05	Texans	Lions	1:00 PM	standard	False	1	0
played	0x00091f0a	regular	14	2004-12-05	Vikings	Cardinals	1:00 PM	standard	False	1	0
played	0x00091f12	regular	14	2004-12-05	Raiders	Jets	4:05 PM	late_doubleheader	False	4	5
played	0x00091f1a	regular	14	2004-12-05	Bills	Ravens	1:00 PM	standard	False	1	0
played	0x00091f22	regular	14	2004-12-05	Seahawks	Rams	4:15 PM	late_doubleheader	False	4	15
played	0x00091f2a	regular	14	2004-12-05	Bengals	Patriots	4:05 PM	late_doubleheader	False	4	5
played	0x00091f32	regular	14	2004-12-05	Falcons	49ers	4:15 PM	late_doubleheader	False	4	15
played	0x00091f3a	regular	14	2004-12-05	Chiefs	Saints	4:15 PM	late_doubleheader	False	4	15
played	0x00091f42	regular	14	2004-12-05	Giants	Redskins	8:30 PM	sunday_night	True	8	30
played	0x00091f4a	regular	14	2004-12-06	Browns	Cowboys	1:00 PM	standard	False	1	0
played	0x00091f5a	regular	15	2004-12-12	Cowboys	Bengals	1:30 PM	standard	False	1	30
played	0x00091f62	regular	15	2004-12-12	Rams	Giants	5:00 PM	standard	False	5	0
played	0x00091f6a	regular	15	2004-12-12	Buccaneers	Falcons	8:30 PM	sunday_night	True	8	30
played	0x00091f72	regular	15	2004-12-12	Lions	Jaguars	1:00 PM	standard	False	1	0
played	0x00091f7a	regular	15	2004-12-12	Ravens	Dolphins	1:00 PM	standard	False	1	0
played	0x00091f82	regular	15	2004-12-12	Packers	Vikings	1:00 PM	standard	False	1	0
played	0x00091f8a	regular	15	2004-12-12	Bears	Texans	1:00 PM	standard	False	1	0
played	0x00091f92	regular	15	2004-12-12	Steelers	Chiefs	1:00 PM	standard	False	1	0
played	0x00091f9a	regular	15	2004-12-12	Patriots	Cardinals	1:00 PM	standard	False	1	0
played	0x00091fa2	regular	15	2004-12-12	Jets	Bills	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091faa	regular	15	2004-12-12	Redskins	Eagles	1:00 PM	standard	False	1	0
played	0x00091fb2	regular	15	2004-12-12	Broncos	Raiders	4:15 PM	late_doubleheader	False	4	15
played	0x00091fba	regular	15	2004-12-12	Saints	Panthers	4:05 PM	late_doubleheader	False	4	5
played	0x00091fc2	regular	15	2004-12-12	Colts	Browns	8:30 PM	sunday_night	True	8	30
played	0x00091fca	regular	15	2004-12-12	Chargers	Titans	4:15 PM	late_doubleheader	False	4	15
played	0x00091fd2	regular	15	2004-12-13	Seahawks	49ers	4:05 PM	late_doubleheader	False	4	5
played	0x00091fe2	regular	16	2004-12-18	Vikings	Bears	3:00 PM	standard	False	3	0
played	0x00091fea	regular	16	2004-12-18	49ers	Redskins	9:00 PM	monday_or_thursday_night	True	9	0
played	0x00091ff2	regular	16	2004-12-18	Titans	Raiders	8:30 PM	sunday_night	True	8	30
played	0x00091ffa	regular	16	2004-12-18	Ravens	Cowboys	1:00 PM	standard	False	1	0
played	0x00092002	regular	16	2004-12-19	Packers	Lions	1:00 PM	standard	False	1	0
played	0x0009200a	regular	16	2004-12-19	Colts	Chiefs	1:00 PM	standard	False	1	0
played	0x00092012	regular	16	2004-12-19	Texans	Jaguars	1:00 PM	standard	False	1	0
played	0x0009201a	regular	16	2004-12-19	Panthers	Buccaneers	1:00 PM	standard	False	1	0
played	0x00092022	regular	16	2004-12-19	Bengals	Browns	1:00 PM	standard	False	1	0
played	0x0009202a	regular	16	2004-12-19	Patriots	Bills	4:05 PM	late_doubleheader	False	4	5
played	0x00092032	regular	16	2004-12-19	Saints	Falcons	1:00 PM	standard	False	1	0
played	0x0009203a	regular	16	2004-12-19	Eagles	Giants	4:15 PM	late_doubleheader	False	4	15
played	0x00092042	regular	16	2004-12-19	Rams	Dolphins	4:05 PM	late_doubleheader	False	4	5
played	0x0009204a	regular	16	2004-12-19	Jets	Steelers	8:30 PM	sunday_night	True	8	30
played	0x00092052	regular	16	2004-12-19	Cardinals	Seahawks	4:15 PM	late_doubleheader	False	4	15
played	0x0009205a	regular	16	2004-12-20	Broncos	Chargers	5:00 PM	standard	False	5	0
played	0x0009206a	regular	17	2004-12-25	Browns	Jets	1:00 PM	standard	False	1	0
played	0x00092072	regular	17	2004-12-25	Dolphins	Bengals	1:00 PM	standard	False	1	0
played	0x0009207a	regular	17	2004-12-25	Falcons	Panthers	1:00 PM	standard	False	1	0
played	0x00092082	regular	17	2004-12-25	Chiefs	Broncos	4:15 PM	late_doubleheader	False	4	15
played	0x0009208a	regular	17	2004-12-26	Jaguars	Steelers	1:00 PM	standard	False	1	0
played	0x00092092	regular	17	2004-12-26	Bills	Rams	1:00 PM	standard	False	1	0
played	0x0009209a	regular	17	2004-12-26	Redskins	Ravens	1:00 PM	standard	False	1	0
played	0x000920a2	regular	17	2004-12-26	49ers	Patriots	1:00 PM	standard	False	1	0
played	0x000920aa	regular	17	2004-12-26	Titans	Packers	1:00 PM	standard	False	1	0
played	0x000920b2	regular	17	2004-12-26	Giants	Vikings	1:00 PM	standard	False	1	0
played	0x000920ba	regular	17	2004-12-26	Seahawks	Saints	4:05 PM	late_doubleheader	False	4	5
played	0x000920c2	regular	17	2004-12-26	Cardinals	Buccaneers	4:05 PM	late_doubleheader	False	4	5
played	0x000920ca	regular	17	2004-12-26	Raiders	Colts	4:15 PM	late_doubleheader	False	4	15
played	0x000920d2	regular	17	2004-12-26	Chargers	Texans	4:15 PM	late_doubleheader	False	4	15
played	0x000920da	regular	17	2004-12-26	Cowboys	Eagles	8:30 PM	sunday_night	True	8	30
played	0x000920e2	regular	17	2004-12-27	Lions	Bears	1:00 PM	standard	False	1	0
played	0x000920f2	wild_card	17	2005-01-08	Jaguars	Raiders	12:30 PM	standard	False	0	30
played	0x000920fa	wild_card	17	2005-01-08	Steelers	Browns	4:05 PM	late_doubleheader	False	4	5
played	0x00092102	wild_card	17	2005-01-09	49ers	Redskins	12:35 PM	standard	False	0	35
played	0x0009210a	wild_card	17	2005-01-09	Panthers	Bears	4:15 PM	late_doubleheader	False	4	15
played	0x0009217a	divisional	18	2005-01-15	Bills	Browns	12:35 PM	standard	False	0	35
played	0x00092182	divisional	18	2005-01-15	Broncos	Raiders	4:15 PM	late_doubleheader	False	4	15
played	0x0009218a	divisional	18	2005-01-16	Lions	Bears	12:40 PM	standard	False	0	40
played	0x00092192	divisional	18	2005-01-16	Cowboys	Redskins	4:15 PM	late_doubleheader	False	4	15
played	0x00092202	conference	19	2005-01-23	Bills	Broncos	1:35 PM	standard	False	1	35
played	0x0009220a	conference	19	2005-01-23	Lions	Redskins	4:15 PM	late_doubleheader	False	4	15
played	0x0009228a	super_bowl	20	2005-01-30	Lions	Bills	4:00 PM	standard	False	4	0
played	0x00092312	all_star	21	2005-02-06	AFC-all-star	NFC-all-star	4:00 PM	standard	False	4	0
